time,seconds_elapsed,z,y,x
1747558300838020000,0.05002001953125,0.002842515707015991,-0.031688690185546875,0.14030864834785461
1747558300848020000,0.06002001953125,0.00975540280342102,-0.021820068359375,0.16609573364257812
1747558300858020000,0.07002001953125,0.009508997201919556,-0.023942947387695312,0.18222087621688843
1747558300868020000,0.08002001953125,0.004533261060714722,-0.03324413299560547,0.19576194882392883
1747558300878020000,0.09002001953125,-0.0017038583755493164,-0.04287242889404297,0.2028796374797821
1747558300888020000,0.10002001953125,-0.021691590547561646,-0.05491065979003906,0.19804009795188904
1747558300898020000,0.11002001953125,-0.05257248878479004,-0.06224536895751953,0.1927063763141632
1747558300908020000,0.12002001953125,-0.0899035632610321,-0.0648355484008789,0.1796209216117859
1747558300918020000,0.13002001953125,-0.12049540877342224,-0.07222843170166016,0.16618132591247559
1747558300928020000,0.14002001953125,-0.13192835450172424,-0.06754589080810547,0.1621086597442627
1747558300938020000,0.15002001953125,-0.13045504689216614,-0.06762218475341797,0.16001904010772705
1747558300948020000,0.16002001953125,-0.12461131811141968,-0.07250308990478516,0.16680413484573364
1747558300958020000,0.17002001953125,-0.1159314215183258,-0.06789207458496094,0.1797451674938202
1747558300968020000,0.18002001953125,-0.10899403691291809,-0.06331443786621094,0.19246932864189148
1747558300978020000,0.19002001953125,-0.0970207154750824,-0.058685302734375,0.1701490581035614
1747558300988020000,0.20002001953125,-0.0800885558128357,-0.05159568786621094,0.11842122673988342
1747558300998020000,0.21002001953125,-0.05951690673828125,-0.05396080017089844,0.05837944149971008
1747558301008020000,0.22002001953125,-0.0413452684879303,-0.05393695831298828,0.0028600692749023438
1747558301018020000,0.23002001953125,-0.032217979431152344,-0.044402122497558594,-0.02704554796218872
1747558301028020000,0.24002001953125,-0.02044278383255005,-0.042110443115234375,-0.026749789714813232
1747558301038020000,0.25002001953125,-0.018188565969467163,-0.03506183624267578,0.004036426544189453
1747558301048020000,0.26002001953125,-0.03467181324958801,-0.02801799774169922,0.035253673791885376
1747558301058020000,0.27002001953125,-0.0553758442401886,-0.020934104919433594,0.06750935316085815
1747558301068020000,0.28002001953125,-0.06893178820610046,-0.009021759033203125,0.08616292476654053
1747558301078020000,0.29002001953125,-0.07210633158683777,-0.013780593872070312,0.10545036196708679
1747558301088020000,0.30002001953125,-0.06589987874031067,-0.016127586364746094,0.11014673113822937
1747558301098020000,0.31002001953125,-0.051957279443740845,-0.018537521362304688,0.11690464615821838
1747558301108020000,0.32002001953125,-0.03548780083656311,-0.023349761962890625,0.11831745505332947
1747558301118020000,0.33002001953125,-0.016272783279418945,-0.021033287048339844,0.1169101893901825
1747558301128020000,0.34002001953125,0.008036017417907715,-0.021120071411132812,0.11303016543388367
1747558301138020000,0.35002001953125,0.020666927099227905,-0.028417587280273438,0.11144813895225525
1747558301148020000,0.36002001953125,0.019611865282058716,-0.040546417236328125,0.10971242189407349
1747558301158020000,0.37002001953125,0.0020540058612823486,-0.05506420135498047,0.10796061158180237
1747558301168020000,0.38002001953125,-0.02740064263343811,-0.06960201263427734,0.1154986023902893
1747558301178020000,0.39002001953125,-0.06659311056137085,-0.08413887023925781,0.12980535626411438
1747558301188020000,0.40002001953125,-0.10614916682243347,-0.09870529174804688,0.14619535207748413
1747558301198020000,0.41002001953125,-0.12727409601211548,-0.10365867614746094,0.1599424183368683
1747558301208020000,0.42002001953125,-0.12804070115089417,-0.09896183013916016,0.16218435764312744
1747558301218020000,0.43002001953125,-0.09749534726142883,-0.08933544158935547,0.15367838740348816
1747558301228020000,0.44002001953125,-0.045989006757736206,-0.07726669311523438,0.1332978904247284
1747558301238020000,0.45002001953125,-0.0035381317138671875,-0.06523799896240234,0.12234336137771606
1747558301248020000,0.46002001953125,0.013792663812637329,-0.046085357666015625,0.11825782060623169
1747558301258020000,0.47002001953125,0.008368909358978271,-0.026999473571777344,0.11661648750305176
1747558301268020000,0.48002001953125,-0.008375346660614014,-0.015112876892089844,0.11468261480331421
1747558301278020000,0.49002001953125,-0.02033698558807373,-0.012835502624511719,0.12665072083473206
1747558301288020000,0.50002001953125,-0.02792990207672119,-0.0033254623413085938,0.1274491548538208
1747558301298020000,0.51002001953125,-0.018726617097854614,0.00141143798828125,0.1283794343471527
1747558301308020000,0.52002001953125,-0.0022185444831848145,-0.0034284591674804688,0.11750850081443787
1747558301318020000,0.53002001953125,0.014737546443939209,-0.0034942626953125,0.09469926357269287
1747558301328020000,0.54002001953125,0.015941083431243896,-0.0084075927734375,0.078815758228302
1747558301338020000,0.55002001953125,-0.00310322642326355,-0.015859603881835938,0.0896264910697937
1747558301348020000,0.56002001953125,-0.035939931869506836,-0.020904541015625,0.10156592726707458
1747558301358020000,0.57002001953125,-0.07194939255714417,-0.028250694274902344,0.10505843162536621
1747558301368020000,0.58002001953125,-0.09011897444725037,-0.04026603698730469,0.10464519262313843
1747558301378020000,0.59002001953125,-0.0790603756904602,-0.04981422424316406,0.09266689419746399
1747558301388020000,0.60002001953125,-0.05685731768608093,-0.052132606506347656,0.07119739055633545
1747558301398020000,0.61002001953125,-0.031861722469329834,-0.05446338653564453,0.061363399028778076
1747558301408020000,0.62002001953125,-0.018318921327590942,-0.06407451629638672,0.07451134920120239
1747558301418020000,0.63002001953125,-0.02332475781440735,-0.06415271759033203,0.079912930727005
1747558301428020000,0.64002001953125,-0.044063299894332886,-0.0714426040649414,0.08814093470573425
1747558301438020000,0.65002001953125,-0.06536152958869934,-0.08107185363769531,0.09905305504798889
1747558301448020000,0.66002001953125,-0.0753682553768158,-0.09065437316894531,0.10087153315544128
1747558301458020000,0.67002001953125,-0.06936696171760559,-0.08580970764160156,0.08421528339385986
1747558301468020000,0.68002001953125,-0.049991220235824585,-0.08569526672363281,0.05103549361228943
1747558301478020000,0.69002001953125,-0.03498217463493347,-0.08081722259521484,0.020428448915481567
1747558301488020000,0.70002001953125,-0.024109184741973877,-0.07596874237060547,0.003835916519165039
1747558301498020000,0.71002001953125,-0.016629934310913086,-0.06882381439208984,-0.004055112600326538
1747558301508020000,0.72002001953125,-0.02076748013496399,-0.059334754943847656,-0.0003656148910522461
1747558301518020000,0.73002001953125,-0.03485679626464844,-0.04743480682373047,0.007990717887878418
1747558301528020000,0.74002001953125,-0.04266542196273804,-0.03787994384765625,0.018682777881622314
